,Unnamed: 0,Date,Time,Visitor_ID,Source,Browser,Page,Action,angebot_click,vorteile_click,page_view,click,month
723,723,2024-04-18,07:31:31,437,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
724,724,2024-04-18,07:31:31,437,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
725,725,2024-04-18,15:30:49,438,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
726,726,2024-04-18,15:34:32,439,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
727,727,2024-04-18,22:20:08,440,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
728,728,2024-04-18,22:20:08,440,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
729,729,2024-04-18,02:09:36,441,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
730,730,2024-04-18,02:09:36,441,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
731,731,2024-04-18,19:02:43,442,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
732,732,2024-04-18,19:02:43,442,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
733,733,2024-04-18,19:52:40,443,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
734,734,2024-04-19,01:53:48,444,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
735,735,2024-04-19,01:53:48,444,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
736,736,2024-04-19,01:35:34,445,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
737,737,2024-04-19,01:35:34,445,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
738,738,2024-04-20,01:45:07,446,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
739,739,2024-04-20,01:45:07,446,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
740,740,2024-04-20,18:54:25,447,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
741,741,2024-04-20,18:54:25,447,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
742,742,2024-04-20,10:23:45,448,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
743,743,2024-04-20,10:23:45,448,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
744,744,2024-04-20,12:37:37,449,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
745,745,2024-04-20,12:37:37,449,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
746,746,2024-04-20,09:46:50,450,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
747,747,2024-04-20,19:38:41,451,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
748,748,2024-04-20,19:38:41,451,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
749,749,2024-04-21,22:51:08,452,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
750,750,2024-04-21,22:51:08,452,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
751,751,2024-04-22,12:25:56,453,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
752,752,2024-04-22,06:16:40,454,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
753,753,2024-04-22,23:03:04,455,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
754,754,2024-04-23,09:23:31,456,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
755,755,2024-04-23,09:23:31,456,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
756,756,2024-04-23,18:00:11,457,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
757,757,2024-04-23,18:00:11,457,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
758,758,2024-04-23,20:26:55,458,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
759,759,2024-04-23,20:26:55,458,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
760,760,2024-04-23,02:24:35,459,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
761,761,2024-04-23,02:24:35,459,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
762,762,2024-04-23,01:10:20,460,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
763,763,2024-04-23,17:09:02,461,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
764,764,2024-04-23,17:09:02,461,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
765,765,2024-04-23,15:43:18,462,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
766,766,2024-04-23,15:43:18,462,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
767,767,2024-04-23,10:10:58,463,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
768,768,2024-04-23,06:33:40,464,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
769,769,2024-04-23,06:33:40,464,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
770,770,2024-04-23,12:17:03,465,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
771,771,2024-04-24,04:49:52,466,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
772,772,2024-04-24,05:57:56,467,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
773,773,2024-04-24,11:21:13,468,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
774,774,2024-04-24,03:52:35,469,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
775,775,2024-04-24,03:52:35,469,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
776,776,2024-04-24,23:14:42,470,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
777,777,2024-04-24,10:53:44,471,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
778,778,2024-04-24,10:53:44,471,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
779,779,2024-04-24,09:20:12,472,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
780,780,2024-04-25,16:40:21,473,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
781,781,2024-04-25,16:40:21,473,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
782,782,2024-04-25,02:00:44,474,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
783,783,2024-04-25,02:00:44,474,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
784,784,2024-04-26,08:40:49,475,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
785,785,2024-04-26,08:40:49,475,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
786,786,2024-04-26,09:29:28,476,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
787,787,2024-04-26,09:29:28,476,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
788,788,2024-04-26,11:33:49,477,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
789,789,2024-04-26,17:55:12,478,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
790,790,2024-04-26,17:55:12,478,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
791,791,2024-04-26,03:24:47,479,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
792,792,2024-04-26,03:24:47,479,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
793,793,2024-04-26,06:45:56,480,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
794,794,2024-04-26,06:45:56,480,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
795,795,2024-04-26,21:57:59,481,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
796,796,2024-04-27,13:40:35,482,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
797,797,2024-04-27,20:02:55,483,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
798,798,2024-04-27,07:05:31,484,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
799,799,2024-04-27,07:05:31,484,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
800,800,2024-04-27,03:23:02,485,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
801,801,2024-04-27,09:45:24,486,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
802,802,2024-04-27,09:45:24,486,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
803,803,2024-04-27,21:32:26,487,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
804,804,2024-04-27,15:23:48,488,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
805,805,2024-04-27,15:23:48,488,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
806,806,2024-04-28,03:48:24,489,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
807,807,2024-04-28,03:48:24,489,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
808,808,2024-04-28,16:59:55,490,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
809,809,2024-04-28,16:59:55,490,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
810,810,2024-04-28,10:58:43,491,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
811,811,2024-04-28,10:58:43,491,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
812,812,2024-04-28,14:14:00,492,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
813,813,2024-04-28,14:14:00,492,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
814,814,2024-04-28,18:06:59,493,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
815,815,2024-04-28,18:06:59,493,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
816,816,2024-04-28,00:43:37,494,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
817,817,2024-04-28,00:43:37,494,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
818,818,2024-04-28,17:10:42,495,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
819,819,2024-04-28,08:54:04,496,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
820,820,2024-04-28,08:54:04,496,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
821,821,2024-04-28,23:32:52,497,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
822,822,2024-04-28,23:32:52,497,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
823,823,2024-04-28,18:09:15,498,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
824,824,2024-04-28,18:09:15,498,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
825,825,2024-04-29,01:07:44,499,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
826,826,2024-04-29,01:07:44,499,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
827,827,2024-04-29,01:23:09,500,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
828,828,2024-04-29,01:23:09,500,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
829,829,2024-04-29,13:07:02,501,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
830,830,2024-04-29,13:07:02,501,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
831,831,2024-04-29,15:17:35,502,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
832,832,2024-04-29,00:56:42,503,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
833,833,2024-04-29,00:56:42,503,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
834,834,2024-04-29,06:10:39,504,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
835,835,2024-04-29,06:10:39,504,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
836,836,2024-04-29,17:24:51,505,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
837,837,2024-04-29,17:24:51,505,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
838,838,2024-04-29,09:00:13,506,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
839,839,2024-04-29,09:00:13,506,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
840,840,2024-04-30,08:26:24,507,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
841,841,2024-04-30,08:26:24,507,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
842,842,2024-04-30,14:04:44,508,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
843,843,2024-04-30,06:52:35,509,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
844,844,2024-04-30,22:09:04,510,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
845,845,2024-04-30,22:09:04,510,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
846,846,2024-04-30,23:49:32,511,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
847,847,2024-04-30,23:49:32,511,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
848,848,2024-04-30,21:57:17,512,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-04-01
849,849,2024-04-30,21:57:17,512,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
850,850,2024-04-30,17:04:05,513,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
851,851,2024-04-30,10:42:31,514,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
852,852,2024-04-30,10:42:31,514,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
853,853,2024-04-30,21:22:55,515,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
854,854,2024-04-30,21:22:55,515,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
855,855,2024-04-30,14:17:51,516,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-04-01
856,856,2024-04-30,14:17:51,516,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-04-01
857,857,2024-05-01,16:44:24,517,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
858,858,2024-05-01,19:31:38,518,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
859,859,2024-05-01,19:31:38,518,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
860,860,2024-05-01,15:48:25,519,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
861,861,2024-05-01,15:48:25,519,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
862,862,2024-05-01,09:40:36,520,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
863,863,2024-05-01,09:40:36,520,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
864,864,2024-05-01,00:48:36,521,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
865,865,2024-05-01,00:48:36,521,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
866,866,2024-05-01,03:17:46,522,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
867,867,2024-05-01,03:17:46,522,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
868,868,2024-05-01,19:52:50,523,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
869,869,2024-05-01,19:52:50,523,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
870,870,2024-05-01,10:30:17,524,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
871,871,2024-05-02,17:46:06,525,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
872,872,2024-05-02,17:46:06,525,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
873,873,2024-05-02,01:17:01,526,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
874,874,2024-05-02,01:17:01,526,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
875,875,2024-05-02,07:23:16,527,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
876,876,2024-05-02,07:23:16,527,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
877,877,2024-05-02,03:13:43,528,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
878,878,2024-05-02,03:13:43,528,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
879,879,2024-05-02,04:57:15,529,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
880,880,2024-05-02,04:57:15,529,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
881,881,2024-05-02,01:53:56,530,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
882,882,2024-05-02,03:57:16,531,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
883,883,2024-05-02,03:57:16,531,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
884,884,2024-05-03,16:10:56,532,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
885,885,2024-05-03,16:10:56,532,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
886,886,2024-05-03,02:21:36,533,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
887,887,2024-05-03,02:21:36,533,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
888,888,2024-05-03,06:05:32,534,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
889,889,2024-05-03,06:05:32,534,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
890,890,2024-05-03,13:41:59,535,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
891,891,2024-05-03,13:41:59,535,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
892,892,2024-05-03,16:37:35,536,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
893,893,2024-05-03,04:59:10,537,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
894,894,2024-05-03,04:59:10,537,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
895,895,2024-05-03,04:23:56,538,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
896,896,2024-05-03,20:53:31,539,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
897,897,2024-05-03,20:53:31,539,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
898,898,2024-05-03,18:09:02,540,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
899,899,2024-05-03,18:09:02,540,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
900,900,2024-05-04,04:38:16,541,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
901,901,2024-05-05,07:36:28,542,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
902,902,2024-05-05,07:36:28,542,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
903,903,2024-05-05,14:20:14,543,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
904,904,2024-05-05,14:20:14,543,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
905,905,2024-05-05,06:16:41,544,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
906,906,2024-05-05,06:16:41,544,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
907,907,2024-05-05,19:51:48,545,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
908,908,2024-05-05,19:51:48,545,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
909,909,2024-05-05,09:08:20,546,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
910,910,2024-05-05,09:08:20,546,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
911,911,2024-05-05,15:52:51,547,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
912,912,2024-05-05,15:52:51,547,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
913,913,2024-05-05,18:29:47,548,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
914,914,2024-05-06,23:55:00,549,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
915,915,2024-05-06,06:44:03,550,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
916,916,2024-05-06,06:44:03,550,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
917,917,2024-05-06,07:27:13,551,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
918,918,2024-05-06,07:27:13,551,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
919,919,2024-05-06,20:27:02,552,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-05-01
920,920,2024-05-06,20:27:02,552,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-05-01
921,921,2024-05-06,20:25:48,553,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-05-01
